Best Model,Best Model Forward Features,Best Model Backward Features,Best Model Score
SVM,"(Index(['A6NIH7', 'Q9UNF1', 'O15042', 'Q8NFD5', 'Q12888', 'Q96FQ6', 'P78362',
       'O15382', 'Q9Y2A7', 'P29966', 'Q7Z4V5', 'A4D1S0', 'P39059', 'Q9BZE9',
       'P05386', 'Q9H0N5', 'P13591', 'P61970', 'Q9H115', 'Q14168'],
      dtype='object'),)","Index(['Q8TCS8', 'Q96L91', 'Q9UNF1', 'Q8N4T8', 'Q8IYS1', 'Q13423', 'Q9UNF0',
       'Q9Y2A7', 'Q9P260', 'P49458', 'Q08379', 'Q10471', 'P56182', 'Q8IUD2',
       'Q9BZE9', 'P05386', 'Q8NB49', 'O14744', 'Q12788', 'Q96FS4'],
      dtype='object')",0.492588562
XGBoost,"(Index(['Q96NB2', 'O14981', 'Q7Z3D6', 'P15923', 'Q15293', 'Q08357', 'Q14554',
       'Q92817', 'Q86Y79', 'Q9NS91', 'P53985', 'Q8N1G4', 'P39059', 'O75369',
       'Q5JSZ5', 'Q8WZA9', 'Q8NB49', 'Q14195', 'Q8NFW8', 'Q96CW5'],
      dtype='object'),)","Index(['Q9BR61', 'Q96NB2', 'Q8N0Z6', 'P31948', 'Q15042', 'O14981', 'Q9P1Y5',
       'Q9UNS1', 'Q7Z3D6', 'P15923', 'Q92817', 'O75717', 'O60524', 'Q9NS91',
       'P53985', 'Q9Y2S6', 'P39059', 'P82970', 'O75369', 'Q9BZE9'],
      dtype='object')",0.53489857
SVM,"(Index(['Q9Y4H2', 'P36578', 'O94826', 'Q96L58', 'O14497', 'Q8NFD5', 'P17858',
       'Q9BUH6', 'Q9UNF0', 'P43304', 'Q08357', 'Q8WUB8', 'O60524', 'Q9NS91',
       'Q7Z4V5', 'P05091', 'Q92925', 'O75175', 'P09758', 'P04114'],
      dtype='object'),)","Index(['O94826', 'Q8NFD5', 'P31350', 'P08559', 'Q8N1S5', 'Q7KZF4', 'P17858',
       'O95336', 'Q9BUH6', 'Q8NCN4', 'P43304', 'Q9Y277', 'O95425', 'P62258',
       'Q8WUM0', 'Q92925', 'P09758', 'P56182', 'Q92499', 'Q99459'],
      dtype='object')",0.547500247
SVM,"(Index(['Q96L58', 'Q9BUP0', 'Q8NFD5', 'Q8N0Z6', 'Q9H477', 'Q6XQN6', 'P14555',
       'P42858', 'P02766', 'Q8TDL5', 'Q96FQ6', 'O43272', 'Q9UI15', 'Q9UID3',
       'P10636', 'Q9HC84', 'P39059', 'Q9BW92', 'P82970', 'Q9NQG6'],
      dtype='object'),)","Index(['Q9NX63', 'Q9H477', 'Q16643', 'Q53G44', 'O95785', 'Q15293', 'P80723',
       'Q86Y79', 'Q08379', 'Q9UID3', 'P10636', 'Q86UP2', 'P82970', 'Q5JWF2',
       'P61764', 'Q15075', 'Q9P2E9', 'Q9NQG6', 'Q7Z3J2', 'Q969Q5'],
      dtype='object')",0.459503718
SVM,"(Index(['Q96L58', 'Q96NB2', 'P14555', 'P02766', 'P15923', 'Q8TDL5', 'Q8IVT2',
       'P27482', 'Q01995', 'Q7Z460', 'Q8WUY3', 'Q5JVF3', 'Q9H6R3', 'Q9NS91',
       'Q9NVZ3', 'Q6UWE0', 'Q9UBI1', 'Q9HC84', 'Q9Y2S6', 'P39059'],
      dtype='object'),)","Index(['P98172', 'O14981', 'P06753', 'Q9UNF0', 'P80723', 'Q9UHB6', 'P35232',
       'O75717', 'P49257', 'Q969H8', 'Q9UQ35', 'Q5JTZ9', 'P26006', 'Q92499',
       'Q14761', 'P27694', 'P82970', 'O75369', 'Q14974', 'O43795'],
      dtype='object')",0.429179826
SVM,"(Index(['P05154', 'P31948', 'Q9NX63', 'Q8N1S5', 'Q9NVC6', 'Q7KZF4', 'Q9UBQ7',
       'Q12888', 'Q8TDL5', 'P46821', 'O15020', 'P78318', 'P22102', 'Q92499',
       'Q15785', 'P20618', 'Q14974', 'Q8N556', 'Q9HC35', 'Q8NFW8'],
      dtype='object'),)","Index(['Q5VSL9', 'P31948', 'Q15042', 'Q6XQN6', 'P13995', 'O43395', 'Q12888',
       'Q12929', 'Q9UHV9', 'Q5JVF3', 'O76021', 'Q9UDT6', 'P52758', 'P22102',
       'Q92499', 'O43432', 'Q9HA77', 'Q9HC35', 'Q68EM7', 'Q8NFW8'],
      dtype='object')",0.663351316
XGBoost,"(Index(['Q96JP5', 'Q9BQE4', 'Q9BUP0', 'Q14008', 'Q99733', 'Q8N1S5', 'Q96ST3',
       'Q9H9Z2', 'P29966', 'Q9NS91', 'P19623', 'Q8TE68', 'Q9BQ69', 'Q9BZE9',
       'P35637', 'Q01664', 'Q6YN16', 'Q9Y240', 'Q96CW5', 'Q9H0D6'],
      dtype='object'),)","Index(['Q96JP5', 'P52701', 'Q9BQE4', 'O94826', 'Q9H477', 'P08559', 'Q99733',
       'Q8N1S5', 'Q5SQI0', 'P18206', 'P02766', 'Q9Y277', 'P78362', 'Q1ED39',
       'Q9H9Z2', 'P19623', 'Q9Y230', 'O95613', 'Q7Z3J2', 'Q96FS4'],
      dtype='object')",0.576291516
SVM,"(Index(['O60716', 'P09327', 'P13796', 'Q8NBX0', 'Q9Y2A7', 'Q9H6R3', 'O76021',
       'Q7Z4V5', 'P31040', 'P10636', 'Q9UBI1', 'P09758', 'Q14761', 'Q99459',
       'Q9UQ80', 'Q01664', 'Q8TEW0', 'Q14643', 'P54920', 'Q53EL6'],
      dtype='object'),)","Index(['O15042', 'P02786', 'Q8N4T8', 'Q8TAE8', 'O60716', 'Q9NX63', 'P55060',
       'P13796', 'Q12888', 'Q08211', 'Q9Y2A7', 'Q9H6R3', 'Q10471', 'Q7Z4V5',
       'Q9H4A6', 'Q8IUD2', 'Q8N556', 'Q01664', 'P09417', 'P34897'],
      dtype='object')",0.500407469
SVM,"(Index(['Q68DK7', 'Q9UNF1', 'Q9BUP0', 'Q8NFD5', 'P26641', 'Q96D96', 'Q9P1Y5',
       'Q9NVC6', 'P09327', 'P17858', 'Q8NCN4', 'Q13573', 'Q8TDL5', 'Q8IVT2',
       'P49458', 'Q5JVF3', 'P27708', 'P05091', 'P27694', 'Q01664'],
      dtype='object'),)","Index(['Q9BUP0', 'Q8NFD5', 'Q14498', 'Q96D96', 'Q9NVC6', 'P17858', 'Q8NCN4',
       'Q9Y277', 'Q8TDL5', 'P78362', 'Q14554', 'Q9BUK6', 'P27708', 'Q9UQ35',
       'P05091', 'Q92925', 'Q9Y4K1', 'P52758', 'Q01664', 'Q02318'],
      dtype='object')",0.468691113
XGBoost,"(Index(['P55036', 'Q9BQE4', 'O15357', 'Q96T51', 'Q96NB2', 'P08559', 'O43837',
       'Q01813', 'P53814', 'Q96FQ6', 'P67809', 'P20962', 'P78318', 'Q9H6R3',
       'P62258', 'Q13439', 'Q08380', 'Q8IYS2', 'O75533', 'P10586'],
      dtype='object'),)","Index(['P55036', 'Q96D53', 'O15357', 'P02786', 'Q9GZT9', 'Q96NB2', 'P08559',
       'Q9H7E9', 'P53814', 'Q96FQ6', 'P67809', 'Q9H6R3', 'Q9BY42', 'Q08380',
       'O75175', 'P52758', 'O60231', 'Q92499', 'O75533', 'Q8IUD2'],
      dtype='object')",0.506820615
SVM,"(Index(['Q9BTD8', 'Q9Y490', 'Q9GZT9', 'Q8WVQ1', 'Q14008', 'P26641', 'Q96D96',
       'Q53H12', 'Q86TC9', 'O95425', 'Q9H6R3', 'Q9GZU2', 'P27708', 'Q9UID3',
       'Q92667', 'Q9UKD2', 'A6NCS6', 'Q9C0H9', 'Q9BW92', 'Q92804'],
      dtype='object'),)","Index(['Q9NQP4', 'Q8WVQ1', 'Q8IYS1', 'Q5SQI0', 'P80723', 'O75717', 'Q9C0C2',
       'Q9UI15', 'Q969H8', 'Q9UID3', 'Q9UKD2', 'A6NCS6', 'P22102', 'Q9C0H9',
       'Q9BW92', 'Q15785', 'Q5T653', 'P61764', 'Q92804', 'P35637'],
      dtype='object')",0.553886354
SVM,"(Index(['A6NIH7', 'Q9BTD8', 'A1X283', 'Q96C19', 'P98172', 'Q9NX63', 'Q7KZF4',
       'Q8NCN4', 'Q8NBX0', 'P06454', 'P29966', 'Q1KMD3', 'P35232', 'Q14676',
       'P50416', 'Q8NB49', 'Q6YN16', 'P09417', 'Q92879', 'Q14168'],
      dtype='object'),)","Index(['P36578', 'Q9P258', 'P05154', 'Q13423', 'P98172', 'Q14498', 'Q9P1Y5',
       'P49006', 'Q53G44', 'O95782', 'Q8IVT2', 'P46821', 'P20962', 'Q1KMD3',
       'P35232', 'P56182', 'O75369', 'Q8N5M9', 'P09417', 'Q92879'],
      dtype='object')",0.577791719
SVM,"(Index(['Q6SPF0', 'Q8N4T8', 'P35221', 'Q16643', 'O95801', 'Q6XQN6', 'Q8N1S5',
       'P09327', 'Q8NBX0', 'O95782', 'P98196', 'P05164', 'Q14554', 'Q8WUY3',
       'Q9NVM6', 'O94906', 'P27708', 'Q969H8', 'Q96KM6', 'Q8TEX9'],
      dtype='object'),)","Index(['Q6SPF0', 'Q8WWH5', 'Q8N4T8', 'P35221', 'Q16643', 'O95801', 'Q12955',
       'Q9Y277', 'P12270', 'Q14554', 'Q9H9Z2', 'Q8WUY3', 'Q9NVM6', 'Q969H8',
       'Q86XP3', 'Q9Y4K1', 'P09758', 'P20618', 'Q8N5M9', 'Q96SB3'],
      dtype='object')",0.340007228
SVM,"(Index(['Q68DK7', 'Q9NQP4', 'Q9H3U1', 'Q96T51', 'Q99569', 'Q7Z5L9', 'Q8TDX7',
       'P02766', 'P80723', 'Q7Z460', 'Q5JVF3', 'O15020', 'O60524', 'Q9NS91',
       'P31483', 'Q6UWE0', 'Q8WZA9', 'O43795', 'Q8TEW0', 'O00339'],
      dtype='object'),)","Index(['Q9H3U1', 'Q96T51', 'P26641', 'P13995', 'P02766', 'Q9Y277', 'Q13573',
       'Q15293', 'Q9HCS7', 'Q9NVM6', 'O15020', 'O60524', 'Q9NVZ3', 'Q9UQ35',
       'Q8TE68', 'Q9BQ69', 'O75369', 'Q8WZA9', 'O43795', 'Q8TEW0'],
      dtype='object')",0.639257553
SVM,"(Index(['Q68DK7', 'Q8TAE8', 'Q9UNS1', 'Q8N1S5', 'Q9BUH6', 'Q8TDL5', 'Q9NU22',
       'O94906', 'P49327', 'Q5JTZ9', 'Q9NSD9', 'Q9Y315', 'Q8TEX9', 'O43432',
       'Q9NQG6', 'Q7Z3J2', 'P61970', 'P15428', 'Q9BRX8', 'Q86V59'],
      dtype='object'),)","Index(['P37108', 'P36578', 'P02786', 'Q8IYS1', 'Q9UNS1', 'Q9NVC6', 'Q13573',
       'O15382', 'Q08357', 'P16383', 'P98196', 'P31327', 'Q9Y2A7', 'O94906',
       'Q5JTZ9', 'Q5T653', 'P10586', 'Q2TAY7', 'Q68EM7', 'P11172'],
      dtype='object')",0.597889257
XGBoost,"(Index(['O15042', 'Q8TAE8', 'O14981', 'Q99569', 'Q01831', 'O95336', 'O95782',
       'P31327', 'P80723', 'O94906', 'Q9BUK6', 'P10636', 'Q92667', 'P05091',
       'Q9UKD2', 'P19623', 'P46379', 'P09758', 'Q9UHI6', 'Q9H4A6'],
      dtype='object'),)","Index(['Q8TCS8', 'O15042', 'P35221', 'Q9H3U1', 'Q5VSL9', 'O14497', 'Q9BR61',
       'Q8TAE8', 'Q99569', 'Q01831', 'P18206', 'Q01813', 'Q99575', 'Q8NCN4',
       'Q8WUB8', 'Q9BUK6', 'Q92667', 'P05091', 'P19623', 'P46379'],
      dtype='object')",0.417234823
SVM,"(Index(['Q9Y4H2', 'A6NIH7', 'Q68DK7', 'Q9BUP0', 'P58107', 'Q5SQI0', 'Q86TC9',
       'Q8TDL5', 'P27482', 'Q92817', 'Q01995', 'Q13356', 'Q5JVF3', 'Q9UDT6',
       'P10636', 'A4D1S0', 'Q14761', 'Q5JWF2', 'Q14195', 'Q9Y240'],
      dtype='object'),)","Index(['Q9BTD8', 'P98172', 'Q9H477', 'Q8N1S5', 'Q5SQI0', 'Q9UBQ7', 'Q86TC9',
       'P98196', 'Q01995', 'Q13356', 'P29966', 'Q5JVF3', 'Q9H6R3', 'P50416',
       'Q8TE68', 'Q14761', 'P28838', 'Q8N5M9', 'P10586', 'O95613'],
      dtype='object')",0.429289913
SVM,"(Index(['P05154', 'P59768', 'P02786', 'P07954', 'P53618', 'Q8N1S5', 'P42858',
       'Q9BUH6', 'P05164', 'Q01995', 'Q9GZS1', 'P10636', 'Q13123', 'A4D1S0',
       'Q9HC84', 'Q9C0H9', 'P82970', 'P13591', 'Q96PK6', 'P61970'],
      dtype='object'),)","Index(['P37108', 'Q9NQP4', 'O15357', 'Q01831', 'Q9UNS1', 'Q9NVC6', 'P42858',
       'Q99575', 'Q53G44', 'Q01995', 'Q13751', 'Q86Y79', 'Q9C0C2', 'P53985',
       'P62258', 'P09758', 'P82970', 'Q8TEX9', 'A7MBM2', 'Q96FS4'],
      dtype='object')",0.571129587
SVM,"(Index(['O94826', 'Q5VSL9', 'Q8IYS1', 'P08559', 'Q12955', 'P13995', 'P13796',
       'P35240', 'Q9NS91', 'Q10471', 'Q8WUM0', 'A4D1S0', 'P46379', 'P28838',
       'Q8N5M9', 'Q8NB49', 'Q9P2E9', 'Q9HA77', 'Q14134', 'Q12872'],
      dtype='object'),)","Index(['P36578', 'O94826', 'Q96L58', 'Q15063', 'Q8IYS1', 'Q99569', 'Q6XQN6',
       'P08559', 'O00468', 'P13796', 'Q96ST3', 'Q4KMQ1', 'Q10471', 'P62258',
       'Q13439', 'P56182', 'Q8NB49', 'Q9HA77', 'P34897', 'Q14134'],
      dtype='object')",0.527781801
SVM,"(Index(['Q9BUP0', 'O00468', 'P15923', 'Q9H0R6', 'Q8NCM8', 'O60701', 'P78362',
       'P31327', 'P05164', 'P55263', 'Q9H9Z2', 'Q9UBI1', 'Q96CT7', 'O60231',
       'Q9C0H9', 'O75533', 'Q14974', 'P04049', 'P35637', 'Q9UHB9'],
      dtype='object'),)","Index(['Q9BUP0', 'Q8WVQ1', 'P31948', 'O00468', 'P15923', 'P78362', 'Q14554',
       'Q9H9Z2', 'Q9NR33', 'Q9BUK6', 'Q9NS91', 'P35606', 'Q9UQ35', 'Q9UBI1',
       'Q92925', 'O60231', 'Q9C0H9', 'P04049', 'Q5JWF2', 'P35637'],
      dtype='object')",0.425316062
SVM,"(Index(['P05154', 'Q9BR61', 'O95801', 'Q8TDL5', 'P27482', 'Q14554', 'Q9NW82',
       'P27708', 'A6NCS6', 'O75175', 'Q9Y4K1', 'Q9NSD9', 'Q9HC84', 'Q9C0H9',
       'Q14761', 'O95613', 'Q9NQG6', 'Q14643', 'Q9H0D6', 'P78549'],
      dtype='object'),)","Index(['Q8TCS8', 'Q8NFD5', 'Q96NB2', 'P98172', 'Q9P1Y5', 'Q8NCN4', 'O43395',
       'Q96FQ6', 'P12270', 'Q13356', 'Q8WUY3', 'P33176', 'Q14978', 'Q9P032',
       'Q86XP3', 'Q9BQ69', 'P33316', 'Q06323', 'Q9H0D6', 'Q99707'],
      dtype='object')",0.702469646
SVM,"(Index(['Q9UNF1', 'Q15042', 'P31350', 'P19404', 'Q86TC9', 'Q86VP6', 'P78362',
       'O15382', 'P35251', 'Q14554', 'P11586', 'Q1KMD3', 'O76021', 'Q9GZS1',
       'Q92667', 'A4D1S0', 'Q8N1G4', 'Q9BW92', 'Q8N556', 'Q02318'],
      dtype='object'),)","Index(['Q8WWH5', 'O15269', 'Q15042', 'P31350', 'Q9BUH6', 'Q01813', 'O15382',
       'P35251', 'Q14554', 'Q01995', 'O76021', 'P31483', 'Q9UQ35', 'Q92667',
       'Q92925', 'A4D1S0', 'Q9BW92', 'P20618', 'Q8N556', 'Q02318'],
      dtype='object')",0.501366978
SVM,"(Index(['Q68DK7', 'P05154', 'Q9NQP4', 'O15357', 'P14555', 'Q9UNF0', 'O60701',
       'P30038', 'P31327', 'Q9NW82', 'Q9H9Z2', 'Q13751', 'Q8WUY3', 'O60524',
       'Q86UP2', 'Q9Y2S6', 'P39059', 'Q8WZA9', 'P61764', 'Q02318'],
      dtype='object'),)","Index(['P36578', 'Q68DK7', 'O15357', 'P30260', 'P53618', 'Q99733', 'Q9UNF0',
       'Q14554', 'Q8WUB8', 'Q9BUK6', 'Q9H6R3', 'Q9NVZ3', 'P19623', 'Q9Y315',
       'Q8IUD2', 'Q9H0N5', 'Q15833', 'P04049', 'P61764', 'Q8NB49'],
      dtype='object')",0.658549241
SVM,"(Index(['Q96L91', 'P52701', 'Q5VSL9', 'Q01813', 'P02766', 'Q86VP6', 'Q12888',
       'P67809', 'P55263', 'O43272', 'Q08379', 'Q14676', 'Q4KMQ1', 'Q9HC84',
       'O75369', 'P04049', 'P04114', 'A6NKD9', 'Q32P44', 'P09601'],
      dtype='object'),)","Index(['Q96L91', 'Q8WWH5', 'P49006', 'Q9H7E9', 'Q8TDX7', 'Q9UHB6', 'Q4KMQ1',
       'Q8TE68', 'O60231', 'Q9UHI6', 'Q9HC84', 'Q5T653', 'P04049', 'O60645',
       'Q32P44', 'Q8NFW8', 'O15061', 'P78549', 'Q92797', 'Q92616'],
      dtype='object')",0.523184068
XGBoost,"(Index(['P55036', 'P59768', 'O15042', 'O60716', 'Q8NCN4', 'Q96ST3', 'Q86Y79',
       'O15020', 'Q9GZU2', 'P26006', 'P56182', 'P05386', 'Q5JSZ5', 'Q9UQ80',
       'Q8NB49', 'Q15075', 'Q7Z3J2', 'P61970', 'Q14643', 'P08727'],
      dtype='object'),)","Index(['O15042', 'O60716', 'Q6XQN6', 'Q8N1S5', 'Q7Z7L1', 'Q53H12', 'Q8NCN4',
       'O95785', 'Q96ST3', 'Q9H0R6', 'P30038', 'Q7Z6I8', 'Q08357', 'P55263',
       'P06454', 'Q13751', 'Q86Y79', 'P26006', 'P56182', 'Q9Y2S6'],
      dtype='object')",0.52164604
SVM,"(Index(['Q8TCS8', 'Q96D53', 'Q9GZT9', 'Q15063', 'P98172', 'Q9NVA2', 'P14555',
       'P42858', 'Q9BUH6', 'Q9UHB6', 'Q8WUB8', 'Q9GZU2', 'Q969H8', 'Q5JTZ9',
       'Q13123', 'Q9C0H9', 'Q8IYS2', 'Q969Q5', 'Q9HA77', 'Q86UK7'],
      dtype='object'),)","Index(['P55036', 'A1X283', 'P02786', 'O94826', 'Q9NVC6', 'P49006', 'P06753',
       'Q14980', 'O15382', 'Q7Z460', 'Q8WUB8', 'Q10471', 'Q969H8', 'P31040',
       'Q5JTZ9', 'P05091', 'Q8N5M9', 'P61764', 'O14744', 'Q68EM7'],
      dtype='object')",0.569661634
XGBoost,"(Index(['P36578', 'O60716', 'Q15042', 'P20810', 'O95336', 'Q9BUH6', 'Q9Y277',
       'Q1KMD3', 'Q13751', 'Q9NR33', 'P78318', 'Q13439', 'Q92667', 'Q9Y2S6',
       'Q96SB3', 'P35637', 'P11388', 'Q6YN16', 'Q14643', 'Q32P44'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q8WWH5', 'Q6P2E9', 'Q9UNF1', 'O15357', 'P02786', 'Q9H3U1',
       'O60716', 'P53618', 'Q9P1Y5', 'P17858', 'Q9H7E9', 'O95336', 'Q9Y277',
       'P30038', 'Q7Z6I8', 'O43272', 'Q9NVM6', 'Q9BY42', 'O00273'],
      dtype='object')",0.505253277
SVM,"(Index(['Q9P258', 'P52701', 'P55036', 'P35221', 'Q8WVQ1', 'Q15149', 'Q8IYS1',
       'O95801', 'Q8TDX7', 'Q9NU22', 'Q9Y2A7', 'P31483', 'P05091', 'Q9UKD2',
       'Q86UP2', 'Q9UHI6', 'Q15833', 'O14744', 'P15428', 'Q12788'],
      dtype='object'),)","Index(['P02786', 'Q8IYS1', 'Q7Z5L9', 'Q9P1Y5', 'Q9UNS1', 'O43837', 'Q99575',
       'Q14978', 'P27708', 'P49257', 'Q9UQ35', 'P26006', 'O75533', 'Q15833',
       'Q92804', 'P54920', 'P15428', 'Q86UK7', 'Q12788', 'P08727'],
      dtype='object')",0.478455411
SVM,"(Index(['Q8WUQ7', 'Q96NB2', 'O00468', 'Q7Z7L1', 'P55060', 'Q9BUH6', 'Q8NCN4',
       'Q14980', 'Q7Z3D6', 'O43395', 'P31327', 'P05164', 'Q9Y2A7', 'P20962',
       'Q8WUB8', 'Q5JVF3', 'Q9GZU2', 'Q92667', 'P52758', 'P05386'],
      dtype='object'),)","Index(['O15357', 'Q15063', 'P31948', 'Q7Z5L9', 'Q9UNS1', 'O00468', 'Q8NCN4',
       'Q14980', 'Q9UBQ7', 'O60701', 'P33176', 'Q9H6R3', 'P35606', 'Q9NVZ3',
       'P46379', 'Q9C0H9', 'P46926', 'Q9BZE9', 'P05386', 'Q9UHB9'],
      dtype='object')",0.480984979
SVM,"(Index(['Q9BUP0', 'O60716', 'Q14498', 'Q7Z5L9', 'O00468', 'O15382', 'Q08357',
       'P80723', 'O95425', 'O94906', 'P33176', 'Q9H6R3', 'O76021', 'P27708',
       'O00273', 'A4D1S0', 'P27694', 'Q8N5M9', 'Q01664', 'Q14643'],
      dtype='object'),)","Index(['P53618', 'P43304', 'O15382', 'P35251', 'Q08357', 'P27482', 'Q9NW82',
       'Q7Z460', 'O95425', 'O94906', 'Q9H6R3', 'O76021', 'P53985', 'P31483',
       'O00273', 'O75175', 'Q99543', 'Q8N5M9', 'Q01664', 'A6NKD9'],
      dtype='object')",0.674525824
SVM,"(Index(['P58107', 'P19404', 'Q8NBX0', 'P78362', 'P31327', 'Q9H9Z2', 'Q13751',
       'O75717', 'Q9GZU2', 'Q14978', 'Q9NVZ3', 'O00273', 'Q9UBI1', 'Q9Y4K1',
       'Q8IYS2', 'Q15785', 'O75369', 'P33316', 'Q9UQ80', 'P35637'],
      dtype='object'),)","Index(['Q8WWH5', 'P30260', 'O14981', 'Q9UNS1', 'P13796', 'Q12888', 'P67809',
       'Q7Z6I8', 'Q6PK04', 'Q8WUB8', 'Q9H6R3', 'Q14978', 'Q9UBI1', 'P19623',
       'Q92925', 'Q5T653', 'Q9UQ80', 'Q32P44', 'Q8IVF2', 'Q68EM7'],
      dtype='object')",0.62478396
SVM,"(Index(['Q96C19', 'Q8NFD5', 'Q96D96', 'Q9BUH6', 'P53814', 'Q9NU22', 'P20962',
       'Q52LJ0', 'Q9P260', 'Q9NR33', 'Q9P032', 'Q9UID3', 'P10636', 'Q86XP3',
       'Q9Y315', 'Q99459', 'P13591', 'O60645', 'Q8TEW0', 'P09417'],
      dtype='object'),)","Index(['Q8N4T8', 'Q96C19', 'Q13423', 'P18206', 'Q01813', 'Q53G44', 'Q12888',
       'Q1ED39', 'P98196', 'Q9Y2A7', 'Q9NW13', 'Q9NVZ3', 'Q9UQ35', 'Q9UKD2',
       'Q96KM6', 'Q96SB3', 'Q9H0N5', 'Q8NB49', 'O60645', 'Q8TEW0'],
      dtype='object')",0.545255537
XGBoost,"(Index(['Q6SPF0', 'Q15149', 'Q7Z5L9', 'Q5SQI0', 'P42858', 'Q86TC9', 'Q9H9Z2',
       'P29966', 'Q13751', 'Q4KMQ1', 'P27708', 'Q969H8', 'Q13123', 'Q9H4A6',
       'P82970', 'O75369', 'P05386', 'P35637', 'Q9UHB9', 'Q01664'],
      dtype='object'),)","Index(['Q8WVQ1', 'Q96NB2', 'Q15042', 'Q9H477', 'Q96D96', 'Q7Z5L9', 'P08559',
       'P19404', 'P13796', 'Q9UNF0', 'Q86VP6', 'O43823', 'P27482', 'P29966',
       'Q13751', 'Q52LJ0', 'Q9UDT6', 'Q7Z4V5', 'P46379', 'O75369'],
      dtype='object')",0.606358629
SVM,"(Index(['P53618', 'P14555', 'Q9NVC6', 'Q12955', 'P17858', 'Q9BUH6', 'Q8TDX7',
       'Q53G44', 'Q9H0R6', 'Q8NCM8', 'O75569', 'P35240', 'Q13356', 'Q9P260',
       'P33176', 'P49327', 'Q9NS91', 'Q8WUM0', 'P52758', 'Q9HC84'],
      dtype='object'),)","Index(['Q6SPF0', 'O95801', 'Q9BUH6', 'Q8TDX7', 'P53814', 'Q9H0R6', 'P78362',
       'Q7Z6I8', 'P16383', 'P80723', 'Q9NW82', 'Q9UHB6', 'Q9NS91', 'Q9NVZ3',
       'Q9UID3', 'Q9NSD9', 'Q8TE68', 'Q9BW92', 'Q9BQ69', 'P10586'],
      dtype='object')",0.457760612
SVM,"(Index(['Q96L91', 'P05154', 'Q9NQP4', 'Q15149', 'Q8IYS1', 'P43304', 'Q7Z3D6',
       'P12270', 'Q01995', 'P49458', 'Q9NVM6', 'Q9C0C2', 'Q14676', 'P53985',
       'Q14978', 'Q9NSD9', 'Q99459', 'Q9Y2S6', 'Q15833', 'P35637'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q8WUQ7', 'P30260', 'Q9BUP0', 'Q15063', 'P53618', 'O95801',
       'Q99733', 'P09327', 'P51452', 'P53814', 'Q15293', 'P11586', 'Q9NVM6',
       'Q9NVZ3', 'P52758', 'Q9UHI6', 'Q9HC84', 'P56182', 'P35637'],
      dtype='object')",0.521745758
SVM,"(Index(['Q9BTD8', 'Q9BQE4', 'Q9NQP4', 'Q9BUP0', 'Q14008', 'Q8N0Z6', 'P02766',
       'P16383', 'P46821', 'Q14554', 'Q9H9Z2', 'Q9GZU2', 'P35606', 'Q13439',
       'O60231', 'Q9UHI6', 'P52815', 'P09601', 'P49788', 'Q99988'],
      dtype='object'),)","Index(['P07954', 'P49006', 'P53814', 'Q14554', 'P29966', 'Q9NR33', 'P35606',
       'Q9UDT6', 'Q9UBI1', 'P19623', 'Q9UHI6', 'Q9Y230', 'P33316', 'Q9UQ80',
       'Q96PK6', 'P61970', 'Q92616', 'P07814', 'Q6PGP7', 'Q9H773'],
      dtype='object')",0.674834642
XGBoost,"(Index(['Q8TCS8', 'A1X283', 'Q9BQE4', 'O60716', 'Q9NVA2', 'P17858', 'P06753',
       'Q8NCM8', 'Q9NS91', 'Q9UKD2', 'P52758', 'P22102', 'Q92499', 'P46926',
       'P27694', 'Q8N5M9', 'P13591', 'Q15833', 'O00339', 'Q9HA77'],
      dtype='object'),)","Index(['Q9P258', 'P59768', 'Q96T51', 'Q9NVC6', 'Q03252', 'O43837', 'Q6P1J9',
       'P06454', 'Q1KMD3', 'P49458', 'Q9NS91', 'P35606', 'Q9GZS1', 'Q9UQ35',
       'Q86XP3', 'P26006', 'Q92499', 'Q14761', 'Q9BQ69', 'O43795'],
      dtype='object')",0.542007491
SVM,"(Index(['Q8WUQ7', 'O94826', 'Q9BR61', 'P98172', 'Q9NVC6', 'Q86TC9', 'Q86VP6',
       'Q9H0R6', 'Q8NCM8', 'P35251', 'Q92817', 'Q8WUY3', 'Q9NR33', 'Q9BUK6',
       'O60524', 'Q7Z4V5', 'Q9UBI1', 'Q9C0H9', 'O95613', 'P04049'],
      dtype='object'),)","Index(['O76031', 'Q8TCS8', 'A1X283', 'Q9NQP4', 'O94826', 'Q8N4T8', 'P58107',
       'Q7Z5L9', 'O43837', 'P55060', 'P13796', 'P06753', 'Q86TC9', 'P35251',
       'P06454', 'Q10471', 'P31483', 'Q9UBI1', 'P27694', 'P61764'],
      dtype='object')",0.525174672
